Observation Date,Day Of Week,Ascendant Sign,Ascendant Deg,Moon Illum %,Moon Phase,Moon Nakshatra,Moon Nakshatra (ML),Nakshatra No,Pada,Sun Sign,Sun Deg,Sun House,Sun Dignity,Moon Sign,Moon Deg,Moon House,Moon Dignity,Mercury Sign,Mercury Deg,Mercury House,Mercury Dignity,Venus Sign,Venus Deg,Venus House,Venus Dignity,Mars Sign,Mars Deg,Mars House,Mars Dignity,Jupiter Sign,Jupiter Deg,Jupiter House,Jupiter Dignity,Saturn Sign,Saturn Deg,Saturn House,Saturn Dignity,Rahu Sign,Rahu Deg,Rahu House,Rahu Dignity
2018-09-26,Wednesday,Taurus,18,96,Waning,Ashwini,അശ്വതി,1,2,Virgo,10,5,,Aries,4,12,,Virgo,15,5,EXALTED,Libra,15,6,,Capricorn,10,9,EXALTED,Libra,27,6,,Sagittarius,9,8,,Cancer,10,3,
2018-09-24,Monday,Taurus,16,100,Waning,Uttara Bhadrapada,ഉത്രട്ടാതി,26,2,Virgo,8,5,,Pisces,8,11,,Virgo,11,5,EXALTED,Libra,15,6,,Capricorn,10,9,EXALTED,Libra,27,6,,Sagittarius,9,8,,Cancer,10,3,
2018-09-22,Saturday,Taurus,14,96,Waxing,Shatabhisha,ചതയം,24,2,Virgo,6,5,,Aquarius,13,10,,Virgo,8,5,EXALTED,Libra,14,6,,Capricorn,9,9,EXALTED,Libra,27,6,,Sagittarius,9,8,,Cancer,11,3,
2018-09-19,Wednesday,Taurus,11,78,Waxing,Uttara Ashadha,ഉത്രാടം,21,4,Virgo,3,5,,Capricorn,7,9,,Virgo,2,5,EXALTED,Libra,12,6,,Capricorn,8,9,EXALTED,Libra,26,6,,Sagittarius,9,8,,Cancer,11,3,
2018-09-17,Monday,Taurus,8,61,Waxing,Purva Ashadha,പൂരാടം,20,1,Virgo,1,5,,Sagittarius,14,8,,Leo,28,4,,Libra,11,6,,Capricorn,8,9,EXALTED,Libra,26,6,,Sagittarius,9,8,,Cancer,11,3,
2018-09-15,Saturday,Taurus,6,42,Waxing,Jyeshtha,തൃക്കേട്ട,18,1,Leo,29,4,,Scorpio,20,7,DEBILITATED,Leo,25,4,,Libra,10,6,,Capricorn,7,9,EXALTED,Libra,25,6,,Sagittarius,9,8,,Cancer,11,3,
2018-09-12,Wednesday,Taurus,3,15,Waxing,Swati,ചോതി,15,2,Leo,26,4,,Libra,11,6,,Leo,19,4,,Libra,8,6,,Capricorn,6,9,EXALTED,Libra,25,6,,Sagittarius,8,8,,Cancer,11,3,
2018-09-10,Monday,Taurus,1,3,Waxing,Hasta,അത്തം,13,1,Leo,24,4,,Virgo,13,5,,Leo,15,4,,Libra,7,6,,Capricorn,6,9,EXALTED,Libra,25,6,,Sagittarius,8,8,,Cancer,11,3,
2018-09-08,Saturday,Aries,28,1,Waning,Purva Phalguni,പൂരം,11,1,Leo,22,5,,Leo,14,5,,Leo,11,5,,Libra,6,7,,Capricorn,6,10,EXALTED,Libra,24,7,,Sagittarius,8,9,,Cancer,11,4,
2018-09-05,Wednesday,Aries,25,18,Waning,Punarvasu,പുണർതം,7,3,Leo,19,5,,Gemini,29,3,,Leo,6,5,,Libra,3,7,,Capricorn,5,10,EXALTED,Libra,24,7,,Sagittarius,8,9,,Cancer,11,4,
2018-09-03,Monday,Aries,22,39,Waning,Mrigashira,മകയിരം,5,3,Leo,17,5,,Gemini,1,3,,Leo,2,5,,Libra,2,7,,Capricorn,5,10,EXALTED,Libra,23,7,,Sagittarius,8,9,,Cancer,11,4,
2018-09-01,Saturday,Aries,20,61,Waning,Krittika,കാർത്തിക,3,2,Leo,15,5,,Taurus,3,2,EXALTED,Cancer,29,4,,Libra,0,7,,Capricorn,5,10,EXALTED,Libra,23,7,,Sagittarius,8,9,,Cancer,11,4,
2018-08-29,Wednesday,Aries,16,87,Waning,Revati,രേവതി,27,3,Leo,13,5,,Pisces,24,12,,Cancer,25,4,,Virgo,28,6,DEBILITATED,Capricorn,5,10,EXALTED,Libra,23,7,,Sagittarius,8,9,,Cancer,11,4,
2018-08-27,Monday,Aries,14,97,Waning,Purva Bhadrapada,പൂരുരുട്ടാതി,25,3,Leo,11,5,,Aquarius,29,11,,Cancer,22,4,,Virgo,26,6,DEBILITATED,Capricorn,4,10,EXALTED,Libra,23,7,,Sagittarius,8,9,,Cancer,12,4,
2018-08-25,Saturday,Aries,11,100,Waxing,Dhanishta,അവിട്ടം,23,4,Leo,9,5,,Aquarius,5,11,,Cancer,20,4,,Virgo,24,6,DEBILITATED,Capricorn,5,10,EXALTED,Libra,22,7,,Sagittarius,9,9,,Cancer,12,4,
2018-08-22,Wednesday,Aries,7,90,Waxing,Uttara Ashadha,ഉത്രാടം,21,1,Leo,6,5,,Sagittarius,29,9,,Cancer,18,4,,Virgo,22,6,DEBILITATED,Capricorn,5,10,EXALTED,Libra,22,7,,Sagittarius,9,9,,Cancer,12,4,
2018-08-20,Monday,Aries,5,76,Waxing,Mula,മൂലം,19,2,Leo,4,5,,Sagittarius,5,9,,Cancer,18,4,,Virgo,20,6,DEBILITATED,Capricorn,5,10,EXALTED,Libra,22,7,,Sagittarius,9,9,,Cancer,12,4,
2018-08-18,Saturday,Aries,2,58,Waxing,Anuradha,അനിഴം,17,3,Leo,2,5,,Scorpio,11,8,DEBILITATED,Cancer,17,4,,Virgo,18,6,DEBILITATED,Capricorn,5,10,EXALTED,Libra,21,7,,Sagittarius,9,9,,Cancer,12,4,
2018-08-15,Wednesday,Pisces,28,28,Waxing,Chitra,ചിത്തിര,14,3,Cancer,29,5,,Libra,3,8,,Cancer,18,5,,Virgo,15,7,DEBILITATED,Capricorn,5,11,EXALTED,Libra,21,8,,Sagittarius,9,10,,Cancer,12,5,
2018-08-13,Monday,Pisces,25,11,Waxing,Uttara Phalguni,ഉത്രം,12,3,Cancer,27,5,,Virgo,5,7,,Cancer,19,5,,Virgo,13,7,DEBILITATED,Capricorn,6,11,EXALTED,Libra,21,8,,Sagittarius,9,10,,Cancer,12,5,
2018-08-11,Saturday,Pisces,22,1,Waxing,Magha,മകം,10,2,Cancer,25,5,,Leo,5,6,,Cancer,20,5,,Virgo,11,7,DEBILITATED,Capricorn,6,11,EXALTED,Libra,21,8,,Sagittarius,9,10,,Cancer,12,5,
2018-08-08,Wednesday,Pisces,18,8,Waning,Punarvasu,പുണർതം,7,1,Cancer,22,5,,Gemini,20,4,,Cancer,22,5,,Virgo,8,7,DEBILITATED,Capricorn,7,11,EXALTED,Libra,20,8,,Sagittarius,9,10,,Cancer,12,5,
2018-08-06,Monday,Pisces,15,25,Waning,Rohini,രോഹിണി,4,4,Cancer,20,5,,Taurus,21,3,EXALTED,Cancer,24,5,,Virgo,6,7,DEBILITATED,Capricorn,7,11,EXALTED,Libra,20,8,,Sagittarius,9,10,,Cancer,12,5,
2018-08-04,Saturday,Pisces,12,46,Waning,Bharani,ഭരണി,2,3,Cancer,19,5,,Aries,23,2,,Cancer,25,5,,Virgo,4,7,DEBILITATED,Capricorn,8,11,EXALTED,Libra,20,8,,Sagittarius,9,10,,Cancer,12,5,
2018-08-01,Wednesday,Pisces,8,76,Waning,Uttara Bhadrapada,ഉത്രട്ടാതി,26,4,Cancer,16,5,,Pisces,14,1,,Cancer,27,5,,Virgo,1,7,DEBILITATED,Capricorn,8,11,EXALTED,Libra,20,8,,Sagittarius,9,10,,Cancer,12,5,
2018-07-30,Monday,Pisces,5,90,Waning,Shatabhisha,ചതയം,24,4,Cancer,14,5,,Aquarius,20,12,,Cancer,28,5,,Leo,29,6,,Capricorn,9,11,EXALTED,Libra,20,8,,Sagittarius,9,10,,Cancer,12,5,
2018-07-28,Saturday,Pisces,2,99,Waning,Dhanishta,അവിട്ടം,23,1,Cancer,12,5,,Capricorn,26,11,,Cancer,29,5,,Leo,27,6,,Capricorn,10,11,EXALTED,Libra,20,8,,Sagittarius,10,10,,Cancer,12,5,
2018-07-25,Wednesday,Aquarius,28,97,Waxing,Purva Ashadha,പൂരാടം,20,3,Cancer,9,6,,Sagittarius,20,11,,Cancer,29,6,,Leo,23,7,,Capricorn,10,12,EXALTED,Libra,20,9,,Sagittarius,10,11,,Cancer,12,6,
2018-07-23,Monday,Aquarius,25,88,Waxing,Jyeshtha,തൃക്കേട്ട,18,3,Cancer,7,6,,Scorpio,27,10,DEBILITATED,Cancer,29,6,,Leo,21,7,,Capricorn,11,12,EXALTED,Libra,20,9,,Sagittarius,10,11,,Cancer,12,6,
2018-07-21,Saturday,Aquarius,22,73,Waxing,Vishakha,വിശാഖം,16,4,Cancer,5,6,,Scorpio,2,10,DEBILITATED,Cancer,29,6,,Leo,19,7,,Capricorn,11,12,EXALTED,Libra,19,9,,Sagittarius,10,11,,Cancer,12,6,
2018-07-18,Wednesday,Aquarius,18,43,Waxing,Chitra,ചിത്തിര,14,1,Cancer,2,6,,Virgo,24,8,,Cancer,27,6,,Leo,16,7,,Capricorn,12,12,EXALTED,Libra,19,9,,Sagittarius,10,11,,Cancer,12,6,
2018-07-16,Monday,Aquarius,15,22,Waxing,Purva Phalguni,പൂരം,11,4,Cancer,0,6,,Leo,26,7,,Cancer,26,6,,Leo,14,7,,Capricorn,13,12,EXALTED,Libra,19,9,,Sagittarius,10,11,,Cancer,12,6,
2018-07-14,Saturday,Aquarius,12,6,Waxing,Ashlesha,ആയില്യം,9,4,Gemini,28,5,,Cancer,27,6,,Cancer,25,6,,Leo,11,7,,Capricorn,13,12,EXALTED,Libra,19,9,,Sagittarius,10,11,,Cancer,12,6,
2018-07-11,Wednesday,Aquarius,8,2,Waning,Ardra,തിരുവാതിര,6,2,Gemini,26,5,,Gemini,12,5,,Cancer,22,6,,Leo,8,7,,Capricorn,14,12,EXALTED,Libra,19,9,,Sagittarius,11,11,,Cancer,12,6,
2018-07-09,Monday,Aquarius,6,13,Waning,Rohini,രോഹിണി,4,1,Gemini,24,5,,Taurus,12,4,EXALTED,Cancer,20,6,,Leo,6,7,,Capricorn,14,12,EXALTED,Libra,19,9,,Sagittarius,11,11,,Cancer,12,6,
2018-07-07,Saturday,Aquarius,3,31,Waning,Bharani,ഭരണി,2,1,Gemini,22,5,,Aries,14,3,,Cancer,18,6,,Leo,4,7,,Capricorn,14,12,EXALTED,Libra,19,9,,Sagittarius,11,11,,Cancer,12,6,
2018-07-04,Wednesday,Capricorn,29,62,Waning,Uttara Bhadrapada,ഉത്രട്ടാതി,26,1,Gemini,19,6,,Pisces,5,3,,Cancer,14,7,,Leo,0,8,,Capricorn,15,1,EXALTED,Libra,19,10,,Sagittarius,11,12,,Cancer,12,7,
2018-07-02,Monday,Capricorn,26,80,Waning,Shatabhisha,ചതയം,24,2,Gemini,17,6,,Aquarius,11,2,,Cancer,12,7,,Cancer,28,7,,Capricorn,15,1,EXALTED,Libra,19,10,,Sagittarius,11,12,,Cancer,12,7,
2018-06-30,Saturday,Capricorn,24,93,Waning,Shravana,തിരുവോണം,22,3,Gemini,15,6,,Capricorn,17,1,,Cancer,9,7,,Cancer,26,7,,Capricorn,15,1,EXALTED,Libra,19,10,,Sagittarius,11,12,,Cancer,12,7,
2018-06-27,Wednesday,Capricorn,20,100,Waxing,Mula,മൂലം,19,4,Gemini,12,6,,Sagittarius,11,12,,Cancer,4,7,,Cancer,22,7,,Capricorn,15,1,EXALTED,Libra,19,10,,Sagittarius,12,12,,Cancer,12,7,
2018-06-25,Monday,Capricorn,18,96,Waxing,Jyeshtha,തൃക്കേട്ട,18,1,Gemini,10,6,,Scorpio,17,11,DEBILITATED,Cancer,1,7,,Cancer,20,7,,Capricorn,15,1,EXALTED,Libra,20,10,,Sagittarius,12,12,,Cancer,12,7,
2018-06-23,Saturday,Capricorn,15,85,Waxing,Vishakha,വിശാഖം,16,1,Gemini,8,6,,Libra,23,10,,Gemini,28,6,,Cancer,18,7,,Capricorn,15,1,EXALTED,Libra,20,10,,Sagittarius,12,12,,Cancer,12,7,
2018-06-20,Wednesday,Capricorn,12,57,Waxing,Hasta,അത്തം,13,2,Gemini,6,6,,Virgo,14,9,,Gemini,22,6,,Cancer,14,7,,Capricorn,15,1,EXALTED,Libra,20,10,,Sagittarius,12,12,,Cancer,12,7,
2018-06-18,Monday,Capricorn,10,36,Waxing,Purva Phalguni,പൂരം,11,2,Gemini,4,6,,Leo,17,8,,Gemini,19,6,,Cancer,12,7,,Capricorn,15,1,EXALTED,Libra,20,10,,Sagittarius,12,12,,Cancer,12,7,
2018-06-16,Saturday,Capricorn,7,15,Waxing,Ashlesha,ആയില്യം,9,1,Gemini,2,6,,Cancer,18,7,,Gemini,15,6,,Cancer,10,7,,Capricorn,15,1,EXALTED,Libra,20,10,,Sagittarius,13,12,,Cancer,12,7,
2018-06-13,Wednesday,Capricorn,4,0,Waxing,Mrigashira,മകയിരം,5,3,Taurus,29,5,,Gemini,3,6,,Gemini,9,6,,Cancer,6,7,,Capricorn,14,1,EXALTED,Libra,20,10,,Sagittarius,13,12,,Cancer,12,7,
2018-06-11,Monday,Capricorn,2,4,Waning,Krittika,കാർത്തിക,3,3,Taurus,27,5,,Taurus,4,5,EXALTED,Gemini,4,6,,Cancer,4,7,,Capricorn,14,1,EXALTED,Libra,20,10,,Sagittarius,13,12,,Cancer,13,7,
2018-06-09,Saturday,Capricorn,0,18,Waning,Ashwini,അശ്വതി,1,2,Taurus,25,6,,Aries,5,5,,Gemini,0,7,,Cancer,1,8,,Capricorn,13,2,EXALTED,Libra,21,11,,Sagittarius,13,1,,Cancer,13,8,
2018-06-06,Wednesday,Sagittarius,27,47,Waning,Purva Bhadrapada,പൂരുരുട്ടാതി,25,2,Taurus,22,6,,Aquarius,26,3,,Taurus,24,6,,Gemini,28,7,,Capricorn,13,2,EXALTED,Libra,21,11,,Sagittarius,13,1,,Cancer,13,8,
2018-06-04,Monday,Sagittarius,25,66,Waning,Dhanishta,അവിട്ടം,23,3,Taurus,20,6,,Aquarius,2,3,,Taurus,19,6,,Gemini,26,7,,Capricorn,12,2,EXALTED,Libra,21,11,,Sagittarius,13,1,,Cancer,13,8,
2018-06-02,Saturday,Sagittarius,23,82,Waning,Uttara Ashadha,ഉത്രാടം,21,4,Taurus,18,6,,Capricorn,8,2,,Taurus,15,6,,Gemini,23,7,,Capricorn,12,2,EXALTED,Libra,21,11,,Sagittarius,13,1,,Cancer,13,8,
2018-05-30,Wednesday,Sagittarius,20,98,Waning,Mula,മൂലം,19,1,Taurus,16,6,,Sagittarius,3,1,,Taurus,8,6,,Gemini,20,7,,Capricorn,11,2,EXALTED,Libra,22,11,,Sagittarius,14,1,,Cancer,13,8,
2018-05-28,Monday,Sagittarius,18,100,Waxing,Anuradha,അനിഴം,17,2,Taurus,14,6,,Scorpio,8,12,DEBILITATED,Taurus,4,6,,Gemini,17,7,,Capricorn,10,2,EXALTED,Libra,22,11,,Sagittarius,14,1,,Cancer,14,8,
2018-05-26,Saturday,Sagittarius,16,94,Waxing,Swati,ചോതി,15,2,Taurus,12,6,,Libra,13,11,,Taurus,0,6,,Gemini,15,7,,Capricorn,10,2,EXALTED,Libra,22,11,,Sagittarius,14,1,,Cancer,14,8,
2018-05-23,Wednesday,Sagittarius,13,71,Waxing,Uttara Phalguni,ഉത്രം,12,3,Taurus,9,6,,Virgo,4,10,,Aries,24,5,,Gemini,11,7,,Capricorn,9,2,EXALTED,Libra,22,11,,Sagittarius,14,1,,Cancer,14,8,
2018-05-21,Monday,Sagittarius,11,50,Waxing,Magha,മകം,10,2,Taurus,7,6,,Leo,6,9,,Aries,20,5,,Gemini,9,7,,Capricorn,8,2,EXALTED,Libra,23,11,,Sagittarius,14,1,,Cancer,14,8,
2018-05-19,Saturday,Sagittarius,9,28,Waxing,Pushya,പൂയ്യം,8,2,Taurus,5,6,,Cancer,8,8,,Aries,17,5,,Gemini,7,7,,Capricorn,7,2,EXALTED,Libra,23,11,,Sagittarius,14,1,,Cancer,14,8,
2018-05-16,Wednesday,Sagittarius,7,4,Waxing,Mrigashira,മകയിരം,5,1,Taurus,2,6,,Taurus,24,6,EXALTED,Aries,12,5,,Gemini,3,7,,Capricorn,6,2,EXALTED,Libra,23,11,,Sagittarius,14,1,,Cancer,14,8,
2018-05-14,Monday,Sagittarius,5,0,Waning,Bharani,ഭരണി,2,4,Taurus,0,6,,Aries,25,5,,Aries,8,5,,Gemini,1,7,,Capricorn,5,2,EXALTED,Libra,23,11,,Sagittarius,14,1,,Cancer,15,8,
2018-05-12,Saturday,Sagittarius,3,7,Waning,Revati,രേവതി,27,4,Aries,28,5,EXALTED,Pisces,27,4,,Aries,5,5,,Taurus,28,6,,Capricorn,5,2,EXALTED,Libra,24,11,,Sagittarius,15,1,,Cancer,15,8,
2018-05-09,Wednesday,Sagittarius,0,31,Waning,Shatabhisha,ചതയം,24,4,Aries,25,5,EXALTED,Aquarius,18,3,,Aries,1,5,,Taurus,25,6,,Capricorn,3,2,EXALTED,Libra,24,11,,Sagittarius,15,1,,Cancer,15,8,
2018-05-07,Monday,Scorpio,29,50,Waning,Dhanishta,അവിട്ടം,23,1,Aries,23,6,EXALTED,Capricorn,24,3,,Pisces,28,5,DEBILITATED,Taurus,22,7,,Capricorn,3,3,EXALTED,Libra,24,12,,Sagittarius,15,2,,Cancer,16,9,
2018-05-05,Saturday,Scorpio,27,68,Waning,Uttara Ashadha,ഉത്രാടം,21,2,Aries,21,6,EXALTED,Capricorn,0,3,,Pisces,26,5,DEBILITATED,Taurus,20,7,,Capricorn,2,3,EXALTED,Libra,25,12,,Sagittarius,15,2,,Cancer,16,9,
2018-05-02,Wednesday,Scorpio,24,91,Waning,Jyeshtha,തൃക്കേട്ട,18,3,Aries,19,6,EXALTED,Scorpio,24,1,DEBILITATED,Pisces,22,5,DEBILITATED,Taurus,16,7,,Capricorn,0,3,EXALTED,Libra,25,12,,Sagittarius,15,2,,Cancer,16,9,
2018-04-30,Monday,Scorpio,22,99,Waning,Vishakha,വിശാഖം,16,3,Aries,17,6,EXALTED,Libra,29,12,,Pisces,20,5,DEBILITATED,Taurus,14,7,,Sagittarius,29,2,,Libra,25,12,,Sagittarius,15,2,,Cancer,16,9,
2018-04-28,Saturday,Scorpio,21,99,Waxing,Chitra,ചിത്തിര,14,4,Aries,15,6,EXALTED,Libra,4,12,,Pisces,18,5,DEBILITATED,Taurus,11,7,,Sagittarius,28,2,,Libra,25,12,,Sagittarius,15,2,,Cancer,17,9,
2018-04-25,Wednesday,Scorpio,18,83,Waxing,Purva Phalguni,പൂരം,11,3,Aries,12,6,EXALTED,Leo,23,10,,Pisces,15,5,DEBILITATED,Taurus,8,7,,Sagittarius,27,2,,Libra,26,12,,Sagittarius,15,2,,Cancer,17,9,
2018-04-23,Monday,Scorpio,17,64,Waxing,Ashlesha,ആയില്യം,9,3,Aries,10,6,EXALTED,Cancer,26,9,,Pisces,14,5,DEBILITATED,Taurus,5,7,,Sagittarius,26,2,,Libra,26,12,,Sagittarius,15,2,,Cancer,17,9,
2018-04-21,Saturday,Scorpio,15,41,Waxing,Punarvasu,പുണർതം,7,3,Aries,8,6,EXALTED,Gemini,28,8,,Pisces,13,5,DEBILITATED,Taurus,3,7,,Sagittarius,25,2,,Libra,26,12,,Sagittarius,15,2,,Cancer,17,9,
2018-04-18,Wednesday,Scorpio,12,12,Waxing,Rohini,രോഹിണി,4,2,Aries,5,6,EXALTED,Taurus,15,7,EXALTED,Pisces,11,5,DEBILITATED,Aries,29,6,,Sagittarius,24,2,,Libra,27,12,,Sagittarius,15,2,,Cancer,17,9,
2018-04-16,Monday,Scorpio,11,2,Waxing,Bharani,ഭരണി,2,1,Aries,3,6,EXALTED,Aries,16,6,,Pisces,11,5,DEBILITATED,Aries,27,6,,Sagittarius,23,2,,Libra,27,12,,Sagittarius,15,2,,Cancer,18,9,
2018-04-14,Saturday,Scorpio,9,1,Waning,Revati,രേവതി,27,1,Aries,1,6,EXALTED,Pisces,19,5,,Pisces,11,5,DEBILITATED,Aries,24,6,,Sagittarius,21,2,,Libra,27,12,,Sagittarius,15,2,,Cancer,18,9,
2018-04-11,Wednesday,Scorpio,6,17,Waning,Shatabhisha,ചതയം,24,2,Pisces,28,5,,Aquarius,10,4,,Pisces,11,5,DEBILITATED,Aries,21,6,,Sagittarius,20,2,,Libra,27,12,,Sagittarius,15,2,,Cancer,18,9,
2018-04-09,Monday,Scorpio,5,33,Waning,Shravana,തിരുവോണം,22,2,Pisces,26,5,,Capricorn,16,3,,Pisces,12,5,DEBILITATED,Aries,18,6,,Sagittarius,19,2,,Libra,28,12,,Sagittarius,15,2,,Cancer,18,9,
2018-04-07,Saturday,Scorpio,3,52,Waning,Purva Ashadha,പൂരാടം,20,3,Pisces,24,5,,Sagittarius,22,2,,Pisces,13,5,DEBILITATED,Aries,16,6,,Sagittarius,18,2,,Libra,28,12,,Sagittarius,15,2,,Cancer,18,9,
2018-04-04,Wednesday,Scorpio,1,79,Waning,Anuradha,അനിഴം,17,4,Pisces,21,5,,Scorpio,16,1,DEBILITATED,Pisces,15,5,DEBILITATED,Aries,12,6,,Sagittarius,16,2,,Libra,28,12,,Sagittarius,15,2,,Cancer,19,9,
2018-04-02,Monday,Libra,29,92,Waning,Vishakha,വിശാഖം,16,1,Pisces,19,6,,Libra,21,1,,Pisces,17,6,DEBILITATED,Aries,9,7,,Sagittarius,15,3,,Libra,28,1,,Sagittarius,15,3,,Cancer,19,10,
2018-03-31,Saturday,Libra,27,99,Waning,Chitra,ചിത്തിര,14,1,Pisces,17,6,,Virgo,25,12,,Pisces,18,6,DEBILITATED,Aries,7,7,,Sagittarius,14,3,,Libra,28,1,,Sagittarius,15,3,,Cancer,19,10,
2018-03-28,Wednesday,Libra,25,93,Waxing,Magha,മകം,10,4,Pisces,14,6,,Leo,13,11,,Pisces,21,6,DEBILITATED,Aries,3,7,,Sagittarius,12,3,,Libra,28,1,,Sagittarius,15,3,,Cancer,20,10,
2018-03-26,Monday,Libra,23,77,Waxing,Pushya,പൂയ്യം,8,4,Pisces,12,6,,Cancer,15,10,,Pisces,22,6,DEBILITATED,Aries,1,7,,Sagittarius,11,3,,Libra,29,1,,Sagittarius,15,3,,Cancer,20,10,
2018-03-24,Saturday,Libra,22,56,Waxing,Ardra,തിരുവാതിര,6,3,Pisces,10,6,,Gemini,17,9,,Pisces,23,6,DEBILITATED,Pisces,28,6,EXALTED,Sagittarius,10,3,,Libra,29,1,,Sagittarius,15,3,,Cancer,20,10,
2018-03-21,Wednesday,Libra,19,23,Waxing,Krittika,കാർത്തിക,3,3,Pisces,7,6,,Taurus,4,8,EXALTED,Pisces,23,6,DEBILITATED,Pisces,25,6,EXALTED,Sagittarius,8,3,,Libra,29,1,,Sagittarius,14,3,,Cancer,20,10,
2018-03-19,Monday,Libra,17,8,Waxing,Ashwini,അശ്വതി,1,3,Pisces,5,6,,Aries,7,7,,Pisces,22,6,DEBILITATED,Pisces,22,6,EXALTED,Sagittarius,7,3,,Libra,29,1,,Sagittarius,14,3,,Cancer,20,10,
2018-03-17,Saturday,Libra,16,0,Waxing,Uttara Bhadrapada,ഉത്രട്ടാതി,26,3,Pisces,3,6,,Pisces,10,6,,Pisces,21,6,DEBILITATED,Pisces,20,6,EXALTED,Sagittarius,6,3,,Libra,29,1,,Sagittarius,14,3,,Cancer,20,10,
2018-03-14,Wednesday,Libra,13,6,Waning,Dhanishta,അവിട്ടം,23,3,Pisces,0,6,,Aquarius,2,5,,Pisces,19,6,DEBILITATED,Pisces,16,6,EXALTED,Sagittarius,4,3,,Libra,29,1,,Sagittarius,14,3,,Cancer,20,10,
2018-03-12,Monday,Libra,12,18,Waning,Uttara Ashadha,ഉത്രാടം,21,4,Aquarius,28,5,,Capricorn,8,4,,Pisces,16,6,DEBILITATED,Pisces,14,6,EXALTED,Sagittarius,3,3,,Libra,29,1,,Sagittarius,14,3,,Cancer,20,10,
2018-03-10,Saturday,Libra,23,34,Waning,Purva Ashadha,പൂരാടം,20,1,Aquarius,26,5,,Sagittarius,15,3,,Pisces,14,6,DEBILITATED,Pisces,11,6,EXALTED,Sagittarius,2,3,,Libra,29,1,,Sagittarius,14,3,,Cancer,20,10,
2018-03-07,Wednesday,Libra,20,63,Waning,Anuradha,അനിഴം,17,2,Aquarius,23,5,,Scorpio,9,2,DEBILITATED,Pisces,9,6,DEBILITATED,Pisces,7,6,EXALTED,Sagittarius,0,3,,Libra,29,1,,Sagittarius,14,3,,Cancer,20,10,
2018-03-05,Monday,Libra,18,80,Waning,Swati,ചോതി,15,3,Aquarius,21,5,,Libra,14,1,,Pisces,6,6,DEBILITATED,Pisces,5,6,EXALTED,Scorpio,29,2,,Libra,29,1,,Sagittarius,14,3,,Cancer,20,10,
2018-03-03,Saturday,Libra,17,94,Waning,Hasta,അത്തം,13,3,Aquarius,19,5,,Virgo,17,12,,Pisces,2,6,DEBILITATED,Pisces,2,6,EXALTED,Scorpio,28,2,,Libra,29,1,,Sagittarius,13,3,,Cancer,21,10,
2018-02-28,Wednesday,Libra,14,99,Waxing,Magha,മകം,10,2,Aquarius,16,5,,Leo,5,11,,Aquarius,26,5,,Aquarius,29,5,,Scorpio,26,2,,Libra,29,1,,Sagittarius,13,3,,Cancer,21,10,
2018-02-26,Monday,Libra,13,89,Waxing,Pushya,പൂയ്യം,8,1,Aquarius,14,5,,Cancer,5,10,,Aquarius,23,5,,Aquarius,26,5,,Scorpio,25,2,,Libra,29,1,,Sagittarius,13,3,,Cancer,21,10,
2018-02-24,Saturday,Libra,11,70,Waxing,Mrigashira,മകയിരം,5,4,Aquarius,12,5,,Gemini,6,9,,Aquarius,19,5,,Aquarius,24,5,,Scorpio,24,2,,Libra,29,1,,Sagittarius,13,3,,Cancer,21,10,
2018-02-21,Wednesday,Libra,8,37,Waxing,Bharani,ഭരണി,2,4,Aquarius,9,5,,Aries,24,7,,Aquarius,13,5,,Aquarius,20,5,,Scorpio,22,2,,Libra,29,1,,Sagittarius,13,3,,Cancer,21,10,
2018-02-19,Monday,Libra,7,18,Waxing,Revati,രേവതി,27,4,Aquarius,7,5,,Pisces,27,6,,Aquarius,10,5,,Aquarius,17,5,,Scorpio,21,2,,Libra,29,1,,Sagittarius,13,3,,Cancer,21,10,
2018-02-17,Saturday,Libra,5,5,Waxing,Purva Bhadrapada,പൂരുരുട്ടാതി,25,4,Aquarius,5,5,,Pisces,2,6,,Aquarius,6,5,,Aquarius,15,5,,Scorpio,20,2,,Libra,29,1,,Sagittarius,12,3,,Cancer,21,10,
2018-02-14,Wednesday,Libra,3,0,Waning,Dhanishta,അവിട്ടം,23,1,Aquarius,2,5,,Capricorn,24,4,,Aquarius,0,5,,Aquarius,11,5,,Scorpio,18,2,,Libra,28,1,,Sagittarius,12,3,,Cancer,21,10,
2018-02-12,Monday,Libra,1,7,Waning,Uttara Ashadha,ഉത്രാടം,21,2,Aquarius,0,5,,Capricorn,0,4,,Capricorn,27,4,,Aquarius,9,5,,Scorpio,17,2,,Libra,28,1,,Sagittarius,12,3,,Cancer,21,10,
2018-02-10,Saturday,Virgo,29,19,Waning,Mula,മൂലം,19,3,Capricorn,28,5,,Sagittarius,7,4,,Capricorn,23,5,,Aquarius,6,6,,Scorpio,15,3,,Libra,28,2,,Sagittarius,12,4,,Cancer,21,11,
2018-02-07,Wednesday,Virgo,27,45,Waning,Vishakha,വിശാഖം,16,4,Capricorn,25,5,,Scorpio,1,3,DEBILITATED,Capricorn,18,5,,Aquarius,2,6,,Scorpio,14,3,,Libra,28,2,,Sagittarius,11,4,,Cancer,21,11,
2018-02-05,Monday,Virgo,25,65,Waning,Chitra,ചിത്തിര,14,4,Capricorn,23,5,,Libra,6,2,,Capricorn,15,5,,Aquarius,0,5,,Scorpio,12,3,,Libra,28,2,,Sagittarius,11,4,,Cancer,21,11,
