"Date","White Ball 1","White Ball 2","White Ball 3","White Ball 4","White Ball 5","Powerball","White Ball Sum","White Ball Mean","Jackpot (Annuity)","Day Of Week","Ascendant Sign","Ascendant Deg","Moon Illum %","Moon Phase","Moon Nakshatra","Moon Nakshatra (ML)","Nakshatra No","Pada","Sun Sign","Sun Deg","Sun House","Sun Dignity","Moon Sign","Moon Deg","Moon House","Moon Dignity","Mercury Sign","Mercury Deg","Mercury House","Mercury Dignity","Venus Sign","Venus Deg","Venus House","Venus Dignity","Mars Sign","Mars Deg","Mars House","Mars Dignity","Jupiter Sign","Jupiter Deg","Jupiter House","Jupiter Dignity","Saturn Sign","Saturn Deg","Saturn House","Saturn Dignity","Rahu Sign","Rahu Deg","Rahu House","Rahu Dignity"
"2022-04-02","6","28","47","58","59","","198","39.6","","Saturday","Libra","29","4","Waxing","Ashwini","അശ്വതി","1","4","Pisces","19","6","","Aries","11","7","","Pisces","19","6","DEBILITATED","Aquarius","3","5","","Capricorn","27","4","EXALTED","Aquarius","28","5","","Capricorn","28","4","","Aries","29","7",""
"2022-03-30","3","7","21","31","37","","99","19.8","","Wednesday","Libra","27","2","Waning","Purva Bhadrapada","പൂരുരുട്ടാതി","25","4","Pisces","16","6","","Pisces","2","6","","Pisces","13","6","DEBILITATED","Aquarius","0","4","","Capricorn","25","4","EXALTED","Aquarius","27","5","","Capricorn","28","4","","Aries","29","7",""
"2022-03-28","11","18","39","58","62","","188","37.6","","Monday","Libra","25","12","Waning","Dhanishta","അവിട്ടം","23","4","Pisces","14","6","","Aquarius","5","5","","Pisces","9","6","DEBILITATED","Capricorn","28","4","","Capricorn","23","4","EXALTED","Aquarius","26","5","","Capricorn","28","4","","Aries","29","7",""
"2022-03-26","2","10","50","59","61","","182","36.4","","Saturday","Libra","23","29","Waning","Uttara Ashadha","ഉത്രാടം","21","4","Pisces","12","6","","Capricorn","7","4","","Pisces","5","6","DEBILITATED","Capricorn","26","4","","Capricorn","21","4","EXALTED","Aquarius","26","5","","Capricorn","27","4","","Aries","29","7",""
"2022-03-23","31","32","37","38","48","","186","37.2","","Wednesday","Libra","21","63","Waning","Jyeshtha","തൃക്കേട്ട","18","3","Pisces","9","6","","Scorpio","25","2","DEBILITATED","Pisces","0","5","DEBILITATED","Capricorn","23","4","","Capricorn","19","4","EXALTED","Aquarius","25","5","","Capricorn","27","4","","Taurus","0","7","EXALTED"
"2022-03-21","1","15","26","63","65","","170","34.0","","Monday","Libra","19","83","Waning","Vishakha","വിശാഖം","16","2","Pisces","7","6","","Libra","26","1","","Aquarius","26","5","","Capricorn","21","4","","Capricorn","18","4","EXALTED","Aquarius","25","5","","Capricorn","27","4","","Aries","29","7",""
"2022-03-19","8","9","18","48","52","","135","27.0","","Saturday","Libra","17","96","Waning","Chitra","ചിത്തിര","14","2","Pisces","5","6","","Virgo","28","12","","Aquarius","23","5","","Capricorn","19","4","","Capricorn","16","4","EXALTED","Aquarius","24","5","","Capricorn","27","4","","Taurus","0","7","EXALTED"
"2022-03-16","3","28","34","35","58","","158","31.6","","Wednesday","Libra","15","98","Waxing","Purva Phalguni","പൂരം","11","2","Pisces","2","6","","Leo","18","11","","Aquarius","17","5","","Capricorn","16","4","","Capricorn","14","4","EXALTED","Aquarius","24","5","","Capricorn","26","4","","Taurus","0","7","EXALTED"
"2022-03-14","21","28","32","44","49","","174","34.8","","Monday","Libra","13","89","Waxing","Ashlesha","ആയില്യം","9","2","Pisces","0","6","","Cancer","22","10","","Aquarius","14","5","","Capricorn","14","4","","Capricorn","12","4","EXALTED","Aquarius","23","5","","Capricorn","26","4","","Taurus","0","8","EXALTED"
"2022-03-12","19","20","37","39","61","","176","35.2","","Saturday","Libra","24","75","Waxing","Punarvasu","പുണർതം","7","3","Aquarius","28","5","","Gemini","28","9","","Aquarius","11","5","","Capricorn","12","4","","Capricorn","11","4","EXALTED","Aquarius","23","5","","Capricorn","26","4","","Taurus","1","8","EXALTED"
"2022-03-09","13","22","34","51","67","","187","37.4","","Wednesday","Libra","22","47","Waxing","Rohini","രോഹിണി","4","4","Aquarius","25","5","","Taurus","22","8","EXALTED","Aquarius","6","5","","Capricorn","9","4","","Capricorn","9","4","EXALTED","Aquarius","22","5","","Capricorn","26","4","","Taurus","1","8","EXALTED"
"2022-03-07","10","43","55","59","67","","234","46.8","","Monday","Libra","20","29","Waxing","Krittika","കാർത്തിക","3","1","Aquarius","23","5","","Aries","28","7","","Aquarius","3","5","","Capricorn","8","4","","Capricorn","7","4","EXALTED","Aquarius","21","5","","Capricorn","25","4","","Taurus","1","8","EXALTED"
"2022-03-05","8","23","37","52","63","","183","36.6","","Saturday","Libra","18","13","Waxing","Ashwini","അശ്വതി","1","2","Aquarius","21","5","","Aries","4","7","","Aquarius","0","4","","Capricorn","6","4","","Capricorn","6","4","EXALTED","Aquarius","21","5","","Capricorn","25","4","","Taurus","1","8","EXALTED"
"2022-03-02","19","37","48","61","63","","228","45.6","","Wednesday","Libra","16","0","Waxing","Purva Bhadrapada","പൂരുരുട്ടാതി","25","2","Aquarius","18","5","","Aquarius","24","5","","Capricorn","26","4","","Capricorn","3","4","","Capricorn","4","4","EXALTED","Aquarius","20","5","","Capricorn","25","4","","Taurus","1","8","EXALTED"
"2022-02-28","7","21","39","47","55","","169","33.8","","Monday","Libra","14","3","Waning","Dhanishta","അവിട്ടം","23","1","Aquarius","16","5","","Capricorn","26","4","","Capricorn","23","4","","Capricorn","2","4","","Capricorn","2","4","EXALTED","Aquarius","20","5","","Capricorn","25","4","","Taurus","2","8","EXALTED"
"2022-02-26","15","32","36","48","64","","195","39.0","","Saturday","Libra","13","16","Waning","Uttara Ashadha","ഉത്രാടം","21","1","Aquarius","14","5","","Sagittarius","27","3","","Capricorn","20","4","","Capricorn","0","3","","Capricorn","1","4","EXALTED","Aquarius","19","5","","Capricorn","24","4","","Taurus","2","8","EXALTED"
"2022-02-23","6","17","21","35","64","","143","28.6","","Wednesday","Libra","10","48","Waning","Anuradha","അനിഴം","17","4","Aquarius","11","5","","Scorpio","14","2","DEBILITATED","Capricorn","16","4","","Sagittarius","28","3","","Sagittarius","28","3","","Aquarius","19","5","","Capricorn","24","4","","Taurus","2","8","EXALTED"
"2022-02-21","2","36","37","45","69","","189","37.8","","Monday","Libra","8","70","Waning","Swati","ചോതി","15","3","Aquarius","9","5","","Libra","16","1","","Capricorn","14","4","","Sagittarius","26","3","","Sagittarius","27","3","","Aquarius","18","5","","Capricorn","24","4","","Taurus","2","8","EXALTED"
"2022-02-19","3","10","15","33","42","","103","20.6","","Saturday","Libra","7","87","Waning","Hasta","അത്തം","13","3","Aquarius","7","5","","Virgo","19","12","","Capricorn","11","4","","Sagittarius","25","3","","Sagittarius","25","3","","Aquarius","18","5","","Capricorn","24","4","","Taurus","2","8","EXALTED"
"2022-02-16","22","30","40","42","48","","182","36.4","","Wednesday","Libra","4","100","Waning","Magha","മകം","10","3","Aquarius","4","5","","Leo","10","11","","Capricorn","8","4","","Sagittarius","23","3","","Sagittarius","23","3","","Aquarius","17","5","","Capricorn","23","4","","Taurus","3","8","EXALTED"
"2022-02-14","16","25","27","49","55","","172","34.4","$185,300,000","Monday","Libra","3","97","Waxing","Pushya","പൂയ്യം","8","4","Aquarius","2","5","","Cancer","14","10","","Capricorn","6","4","","Sagittarius","22","3","","Sagittarius","22","3","","Aquarius","16","5","","Capricorn","23","4","","Taurus","3","8","EXALTED"
"2022-02-12","8","10","21","41","62","","142","28.4","","Saturday","Libra","1","88","Waxing","Punarvasu","പുണർതം","7","1","Aquarius","0","5","","Gemini","20","9","","Capricorn","4","4","","Sagittarius","21","3","","Sagittarius","20","3","","Aquarius","16","5","","Capricorn","23","4","","Taurus","4","8","EXALTED"
"2022-02-09","2","17","33","51","63","","166","33.2","","Wednesday","Virgo","28","65","Waxing","Rohini","രോഹിണി","4","2","Capricorn","27","5","","Taurus","14","9","EXALTED","Capricorn","2","5","","Sagittarius","19","4","","Sagittarius","18","4","","Aquarius","15","6","","Capricorn","22","5","","Taurus","4","9","EXALTED"
"2022-02-07","5","15","38","47","65","","170","34.0","","Monday","Virgo","27","46","Waxing","Bharani","ഭരണി","2","3","Capricorn","25","5","","Aries","21","8","","Capricorn","1","5","","Sagittarius","19","4","","Sagittarius","17","4","","Aquarius","15","6","","Capricorn","22","5","","Taurus","4","9","EXALTED"
"2022-02-05","5","16","27","39","61","","148","29.6","","Saturday","Virgo","25","27","Waxing","Revati","രേവതി","27","3","Capricorn","23","5","","Pisces","26","7","","Capricorn","0","5","","Sagittarius","18","4","","Sagittarius","15","4","","Aquarius","14","6","","Capricorn","22","5","","Taurus","4","9","EXALTED"
"2022-02-02","18","29","33","62","63","","205","41.0","","Wednesday","Virgo","22","5","Waxing","Shatabhisha","ചതയം","24","3","Capricorn","20","5","","Aquarius","16","6","","Capricorn","0","5","","Sagittarius","17","4","","Sagittarius","13","4","","Aquarius","14","6","","Capricorn","22","5","","Taurus","4","9","EXALTED"
"2022-01-31","10","15","51","61","69","","206","41.2","","Monday","Virgo","21","0","Waning","Shravana","തിരുവോണം","22","3","Capricorn","18","5","","Capricorn","17","5","","Capricorn","1","5","","Sagittarius","17","4","","Sagittarius","11","4","","Aquarius","13","6","","Capricorn","21","5","","Taurus","5","9","EXALTED"
"2022-01-29","2","15","38","54","65","","174","34.8","","Saturday","Virgo","19","6","Waning","Purva Ashadha","പൂരാടം","20","2","Capricorn","16","5","","Sagittarius","17","4","","Capricorn","2","5","","Sagittarius","17","4","","Sagittarius","10","4","","Aquarius","13","6","","Capricorn","21","5","","Taurus","5","9","EXALTED"
"2022-01-26","4","11","38","49","69","","171","34.2","","Wednesday","Virgo","16","32","Waning","Anuradha","അനിഴം","17","1","Capricorn","13","5","","Scorpio","4","3","DEBILITATED","Capricorn","5","5","","Sagittarius","17","4","","Sagittarius","8","4","","Aquarius","12","6","","Capricorn","21","5","","Taurus","5","9","EXALTED"
"2022-01-24","11","29","30","47","53","","170","34.0","","Monday","Virgo","15","55","Waning","Chitra","ചിത്തിര","14","4","Capricorn","11","5","","Libra","6","2","","Capricorn","7","5","","Sagittarius","17","4","","Sagittarius","6","4","","Aquarius","11","6","","Capricorn","21","5","","Taurus","5","9","EXALTED"
"2022-01-22","8","14","33","36","67","","158","31.6","","Saturday","Virgo","13","75","Waning","Uttara Phalguni","ഉത്രം","12","4","Capricorn","9","5","","Virgo","9","1","","Capricorn","10","5","","Sagittarius","18","4","","Sagittarius","5","4","","Aquarius","11","6","","Capricorn","20","5","","Taurus","5","9","EXALTED"
"2022-01-19","11","15","43","55","61","","185","37.0","","Wednesday","Virgo","10","95","Waning","Magha","മകം","10","1","Capricorn","6","5","","Leo","1","12","","Capricorn","13","5","","Sagittarius","19","4","","Sagittarius","3","4","","Aquarius","10","6","","Capricorn","20","5","","Taurus","6","9","EXALTED"
"2022-01-17","9","24","35","46","65","","179","35.8","","Monday","Virgo","9","100","Waning","Pushya","പൂയ്യം","8","1","Capricorn","4","5","","Cancer","6","11","","Capricorn","15","5","","Sagittarius","19","4","","Sagittarius","1","4","","Aquarius","10","6","","Capricorn","20","5","","Taurus","6","9","EXALTED"
"2022-01-15","3","18","37","51","59","","168","33.6","","Saturday","Virgo","7","97","Waxing","Ardra","തിരുവാതിര","6","2","Capricorn","2","5","","Gemini","12","10","","Capricorn","16","5","","Sagittarius","20","4","","Sagittarius","0","3","","Aquarius","10","6","","Capricorn","19","5","","Taurus","6","9","EXALTED"
"2022-01-12","12","21","22","30","33","","118","23.6","","Wednesday","Virgo","4","81","Waxing","Krittika","കാർത്തിക","3","3","Sagittarius","29","4","","Taurus","6","9","EXALTED","Capricorn","16","5","","Sagittarius","22","4","","Scorpio","28","3","","Aquarius","9","6","","Capricorn","19","5","","Taurus","6","9","EXALTED"
"2022-01-10","14","17","18","21","27","","97","19.4","","Monday","Virgo","3","64","Waxing","Ashwini","അശ്വതി","1","4","Sagittarius","27","4","","Aries","13","8","","Capricorn","15","5","","Sagittarius","23","4","","Scorpio","26","3","","Aquarius","8","6","","Capricorn","19","5","","Taurus","6","9","EXALTED"
"2022-01-08","20","21","36","60","65","","202","40.4","","Saturday","Virgo","1","44","Waxing","Revati","രേവതി","27","1","Sagittarius","25","4","","Pisces","18","7","","Capricorn","14","5","","Sagittarius","24","4","","Scorpio","25","3","","Aquarius","8","6","","Capricorn","19","5","","Taurus","6","9","EXALTED"
"2022-01-05","6","14","25","33","46","","124","24.8","$632,600,000","Wednesday","Leo","28","16","Waxing","Shatabhisha","ചതയം","24","1","Sagittarius","22","5","","Aquarius","8","7","","Capricorn","11","6","","Sagittarius","26","5","","Scorpio","23","4","","Aquarius","7","7","","Capricorn","18","6","","Taurus","7","10","EXALTED"
"2022-01-03","2","13","32","33","48","","128","25.6","","Monday","Leo","27","3","Waxing","Uttara Ashadha","ഉത്രാടം","21","4","Sagittarius","20","5","","Capricorn","9","6","","Capricorn","8","6","","Sagittarius","27","5","","Scorpio","21","4","","Aquarius","7","7","","Capricorn","18","6","","Taurus","7","10","EXALTED"
"2022-01-01","6","12","39","48","50","","155","31.0","","Saturday","Leo","25","1","Waning","Mula","മൂലം","19","3","Sagittarius","18","5","","Sagittarius","9","5","","Capricorn","6","6","","Sagittarius","29","5","","Scorpio","20","4","","Aquarius","7","7","","Capricorn","18","6","","Taurus","7","10","EXALTED"
"2021-12-29","2","6","9","33","39","","89","17.8","","Wednesday","Leo","22","18","Waning","Vishakha","വിശാഖം","16","2","Sagittarius","14","5","","Libra","24","3","","Capricorn","1","6","","Capricorn","0","5","","Scorpio","18","4","","Aquarius","6","7","","Capricorn","18","6","","Taurus","7","10","EXALTED"
"2021-12-27","36","38","45","62","64","","245","49.0","","Monday","Leo","21","39","Waning","Chitra","ചിത്തിര","14","1","Sagittarius","12","5","","Virgo","26","2","","Sagittarius","28","5","","Capricorn","1","6","","Scorpio","16","4","","Aquarius","6","7","","Capricorn","17","6","","Taurus","7","10","EXALTED"
"2021-12-25","27","29","45","55","58","","214","42.8","","Saturday","Leo","19","60","Waning","Uttara Phalguni","ഉത്രം","12","1","Sagittarius","10","5","","Leo","29","1","","Sagittarius","25","5","","Capricorn","1","6","","Scorpio","15","4","","Aquarius","5","7","","Capricorn","17","6","","Taurus","7","10","EXALTED"
"2021-12-22","7","16","19","48","68","","158","31.6","","Wednesday","Leo","16","86","Waning","Ashlesha","ആയില്യം","9","2","Sagittarius","7","5","","Cancer","21","12","","Sagittarius","21","5","","Capricorn","2","6","","Scorpio","13","4","","Aquarius","5","7","","Capricorn","17","6","","Taurus","7","10","EXALTED"
"2021-12-20","2","13","23","34","66","","138","27.6","","Monday","Leo","15","96","Waning","Punarvasu","പുണർതം","7","3","Sagittarius","5","5","","Gemini","27","11","","Sagittarius","18","5","","Capricorn","2","6","","Scorpio","11","4","","Aquarius","4","7","","Capricorn","17","6","","Taurus","7","10","EXALTED"
"2021-12-18","2","6","24","51","61","","144","28.8","","Saturday","Leo","13","100","Waxing","Mrigashira","മകയിരം","5","3","Sagittarius","3","5","","Gemini","3","11","","Sagittarius","14","5","","Capricorn","2","6","","Scorpio","10","4","","Aquarius","4","7","","Capricorn","16","6","","Taurus","7","10","EXALTED"
"2021-12-15","19","20","40","42","59","","180","36.0","","Wednesday","Leo","11","92","Waxing","Krittika","കാർത്തിക","3","1","Sagittarius","0","5","","Aries","28","9","","Sagittarius","10","5","","Capricorn","2","6","","Scorpio","8","4","","Aquarius","4","7","","Capricorn","16","6","","Taurus","8","10","EXALTED"
"2021-12-13","10","30","37","53","59","","189","37.8","","Monday","Leo","9","79","Waxing","Ashwini","അശ്വതി","1","2","Scorpio","28","4","","Aries","4","9","","Sagittarius","7","5","","Capricorn","2","6","","Scorpio","6","4","","Aquarius","3","7","","Capricorn","16","6","","Taurus","7","10","EXALTED"
"2021-12-11","3","25","44","53","64","","189","37.8","","Saturday","Leo","7","61","Waxing","Uttara Bhadrapada","ഉത്രട്ടാതി","26","2","Scorpio","26","4","","Pisces","9","8","","Sagittarius","3","5","","Capricorn","1","6","","Scorpio","5","4","","Aquarius","3","7","","Capricorn","16","6","","Taurus","7","10","EXALTED"
"2021-12-08","3","7","33","50","69","","162","32.4","","Wednesday","Leo","5","30","Waxing","Dhanishta","അവിട്ടം","23","2","Scorpio","23","4","","Aquarius","0","6","","Scorpio","29","4","","Capricorn","0","6","","Scorpio","3","4","","Aquarius","2","7","","Capricorn","15","6","","Taurus","7","10","EXALTED"
"2021-12-06","3","21","38","50","59","","171","34.2","","Monday","Leo","3","12","Waxing","Uttara Ashadha","ഉത്രാടം","21","2","Scorpio","21","4","","Capricorn","1","6","","Scorpio","26","4","","Capricorn","0","5","","Scorpio","1","4","","Aquarius","2","7","","Capricorn","15","6","","Taurus","8","10","EXALTED"
"2021-12-04","10","40","45","56","67","","218","43.6","","Saturday","Leo","1","1","Waxing","Mula","മൂലം","19","1","Scorpio","19","4","","Sagittarius","1","5","","Scorpio","22","4","","Sagittarius","29","5","","Scorpio","0","4","","Aquarius","2","7","","Capricorn","15","6","","Taurus","8","10","EXALTED"
"2021-12-01","12","15","38","57","63","","185","37.0","","Wednesday","Cancer","29","7","Waning","Swati","ചോതി","15","3","Scorpio","16","5","","Libra","16","4","","Scorpio","18","5","","Sagittarius","27","6","","Libra","28","4","","Aquarius","1","8","","Capricorn","15","7","","Taurus","8","11","EXALTED"
"2021-11-29","18","26","28","38","47","","157","31.4","","Monday","Cancer","27","23","Waning","Hasta","അത്തം","13","3","Scorpio","14","5","","Virgo","17","3","","Scorpio","15","5","","Sagittarius","26","6","","Libra","27","4","","Aquarius","1","8","","Capricorn","15","7","","Taurus","8","11","EXALTED"
"2021-11-27","8","32","55","64","66","","225","45.0","","Saturday","Cancer","25","43","Waning","Purva Phalguni","പൂരം","11","2","Scorpio","12","5","","Leo","20","2","","Scorpio","11","5","","Sagittarius","25","6","","Libra","25","4","","Aquarius","1","8","","Capricorn","15","7","","Taurus","8","11","EXALTED"
"2021-11-24","10","16","32","63","65","","186","37.2","","Wednesday","Cancer","23","73","Waning","Pushya","പൂയ്യം","8","3","Scorpio","9","5","","Cancer","12","1","","Scorpio","7","5","","Sagittarius","23","6","","Libra","23","4","","Aquarius","0","8","","Capricorn","14","7","","Taurus","8","11","EXALTED"
"2021-11-22","7","20","29","38","67","","161","32.2","","Monday","Cancer","21","88","Waning","Ardra","തിരുവാതിര","6","4","Scorpio","7","5","","Gemini","18","12","","Scorpio","3","5","","Sagittarius","21","6","","Libra","22","4","","Aquarius","0","8","","Capricorn","14","7","","Taurus","8","11","EXALTED"
"2021-11-20","40","43","48","59","69","","259","51.8","","Saturday","Cancer","20","97","Waning","Mrigashira","മകയിരം","5","1","Scorpio","5","5","","Taurus","24","11","EXALTED","Scorpio","0","5","","Sagittarius","20","6","","Libra","20","4","","Aquarius","0","8","","Capricorn","14","7","","Taurus","8","11","EXALTED"
"2021-11-17","3","16","48","52","60","","179","35.8","","Wednesday","Cancer","17","99","Waxing","Bharani","ഭരണി","2","2","Scorpio","2","5","","Aries","19","10","","Libra","26","4","","Sagittarius","17","6","","Libra","18","4","","Aquarius","0","7","","Capricorn","14","7","","Taurus","8","11","EXALTED"
"2021-11-15","5","31","34","51","53","","174","34.8","","Monday","Cancer","15","91","Waxing","Revati","രേവതി","27","3","Scorpio","0","4","","Pisces","25","9","","Libra","22","4","","Sagittarius","16","6","","Libra","17","4","","Aquarius","0","7","","Capricorn","14","7","","Taurus","8","11","EXALTED"
"2021-11-13","8","15","26","35","45","","129","25.8","","Saturday","Cancer","14","76","Waxing","Purva Bhadrapada","പൂരുരുട്ടാതി","25","3","Libra","28","4","DEBILITATED","Pisces","0","8","","Libra","19","4","","Sagittarius","14","6","","Libra","16","4","","Capricorn","29","7","DEBILITATED","Capricorn","14","7","","Taurus","8","11","EXALTED"
"2021-11-10","19","25","43","46","48","","181","36.2","","Wednesday","Cancer","11","46","Waxing","Shravana","തിരുവോണം","22","4","Libra","25","4","DEBILITATED","Capricorn","20","7","","Libra","14","4","","Sagittarius","11","6","","Libra","14","4","","Capricorn","29","7","DEBILITATED","Capricorn","14","7","","Taurus","8","11","EXALTED"
"2021-11-08","21","46","47","57","62","","233","46.6","","Monday","Cancer","10","25","Waxing","Purva Ashadha","പൂരാടം","20","3","Libra","23","4","DEBILITATED","Sagittarius","22","6","","Libra","11","4","","Sagittarius","9","6","","Libra","12","4","","Capricorn","29","7","DEBILITATED","Capricorn","13","7","","Taurus","8","11","EXALTED"
"2021-11-06","8","30","48","57","64","","207","41.4","","Saturday","Gemini","25","7","Waxing","Jyeshtha","തൃക്കേട്ട","18","2","Libra","21","5","DEBILITATED","Scorpio","22","6","DEBILITATED","Libra","8","5","","Sagittarius","7","7","","Libra","11","5","","Capricorn","29","8","DEBILITATED","Capricorn","13","8","","Taurus","8","12","EXALTED"
"2021-11-03","1","2","24","50","57","","134","26.8","","Wednesday","Gemini","23","1","Waning","Swati","ചോതി","15","1","Libra","18","5","DEBILITATED","Libra","7","5","","Libra","3","5","","Sagittarius","5","7","","Libra","9","5","","Capricorn","29","8","DEBILITATED","Capricorn","13","8","","Taurus","8","12","EXALTED"
"2021-11-01","9","25","34","44","45","","157","31.4","","Monday","Gemini","21","11","Waning","Uttara Phalguni","ഉത്രം","12","4","Libra","16","5","DEBILITATED","Virgo","8","4","","Libra","0","4","","Sagittarius","3","7","","Libra","8","5","","Capricorn","29","8","DEBILITATED","Capricorn","13","8","","Taurus","8","12","EXALTED"
"2021-10-30","5","23","28","43","56","","155","31.0","","Saturday","Gemini","19","28","Waning","Magha","മകം","10","4","Libra","14","5","DEBILITATED","Leo","11","3","","Virgo","27","4","EXALTED","Sagittarius","1","7","","Libra","6","5","","Capricorn","28","8","DEBILITATED","Capricorn","13","8","","Taurus","8","12","EXALTED"
"2021-10-27","3","6","26","35","51","","121","24.2","","Wednesday","Gemini","17","57","Waning","Punarvasu","പുണർതം","7","4","Libra","11","5","DEBILITATED","Cancer","3","2","","Virgo","23","4","EXALTED","Scorpio","28","6","","Libra","4","5","","Capricorn","28","8","DEBILITATED","Capricorn","13","8","","Taurus","8","12","EXALTED"
"2021-10-25","10","27","29","44","58","","168","33.6","","Monday","Gemini","15","75","Waning","Ardra","തിരുവാതിര","6","1","Libra","9","5","DEBILITATED","Gemini","9","1","","Virgo","21","4","EXALTED","Scorpio","26","6","","Libra","3","5","","Capricorn","28","8","DEBILITATED","Capricorn","13","8","","Taurus","8","12","EXALTED"
"2021-10-23","10","30","51","57","63","","211","42.2","","Saturday","Gemini","13","89","Waning","Rohini","രോഹിണി","4","2","Libra","7","5","DEBILITATED","Taurus","15","12","EXALTED","Virgo","19","4","EXALTED","Scorpio","24","6","","Libra","2","5","","Capricorn","28","8","DEBILITATED","Capricorn","13","8","","Taurus","8","12","EXALTED"
"2021-10-20","7","29","36","41","43","","156","31.2","","Wednesday","Gemini","11","100","Waning","Ashwini","അശ്വതി","1","3","Libra","4","5","DEBILITATED","Aries","9","11","","Virgo","17","4","EXALTED","Scorpio","20","6","","Libra","0","4","","Capricorn","28","8","DEBILITATED","Capricorn","13","8","","Taurus","8","12","EXALTED"
"2021-10-18","30","32","48","53","63","","226","45.2","","Monday","Gemini","9","98","Waxing","Uttara Bhadrapada","ഉത്രട്ടാതി","26","4","Libra","2","5","DEBILITATED","Pisces","15","10","","Virgo","16","4","EXALTED","Scorpio","18","6","","Virgo","28","4","","Capricorn","28","8","DEBILITATED","Capricorn","13","8","","Taurus","8","12","EXALTED"
"2021-10-16","30","31","41","42","48","","192","38.4","","Saturday","Gemini","7","88","Waxing","Shatabhisha","ചതയം","24","4","Libra","0","4","DEBILITATED","Aquarius","19","9","","Virgo","16","4","EXALTED","Scorpio","16","6","","Virgo","27","4","","Capricorn","28","8","DEBILITATED","Capricorn","13","8","","Taurus","8","12","EXALTED"
"2021-10-13","23","29","47","59","60","","218","43.6","","Wednesday","Gemini","4","61","Waxing","Uttara Ashadha","ഉത്രാടം","21","4","Virgo","27","4","","Capricorn","9","8","","Virgo","18","4","EXALTED","Scorpio","13","6","","Virgo","25","4","","Capricorn","28","8","DEBILITATED","Capricorn","13","8","","Taurus","8","12","EXALTED"
"2021-10-11","11","20","33","39","65","","168","33.6","","Monday","Gemini","3","39","Waxing","Mula","മൂലം","19","4","Virgo","25","4","","Sagittarius","12","7","","Virgo","20","4","EXALTED","Scorpio","11","6","","Virgo","24","4","","Capricorn","28","8","DEBILITATED","Capricorn","13","8","","Taurus","8","12","EXALTED"
"2021-10-09","12","17","30","45","62","","166","33.2","","Saturday","Gemini","1","18","Waxing","Anuradha","അനിഴം","17","3","Virgo","23","4","","Scorpio","13","6","DEBILITATED","Virgo","22","4","EXALTED","Scorpio","9","6","","Virgo","22","4","","Capricorn","28","8","DEBILITATED","Capricorn","13","8","","Taurus","8","12","EXALTED"
"2021-10-06","1","17","52","58","64","","192","38.4","","Wednesday","Taurus","28","1","Waxing","Chitra","ചിത്തിര","14","2","Virgo","20","5","","Virgo","29","5","","Virgo","25","5","EXALTED","Scorpio","5","7","","Virgo","20","5","","Capricorn","28","9","DEBILITATED","Capricorn","13","9","","Taurus","9","1","EXALTED"
"2021-10-04","12","22","54","66","69","","223","44.6","$699,800,000","Monday","Taurus","26","3","Waning","Uttara Phalguni","ഉത്രം","12","2","Virgo","18","5","","Virgo","0","5","","Virgo","28","5","EXALTED","Scorpio","3","7","","Virgo","19","5","","Capricorn","28","9","DEBILITATED","Capricorn","13","9","","Taurus","9","1","EXALTED"
"2021-10-02","28","38","42","47","52","","207","41.4","","Saturday","Taurus","24","14","Waning","Magha","മകം","10","1","Virgo","16","5","","Leo","3","4","","Virgo","29","5","EXALTED","Scorpio","1","7","","Virgo","18","5","","Capricorn","29","9","DEBILITATED","Capricorn","13","9","","Taurus","9","1","EXALTED"
"2021-09-29","2","7","11","17","32","","69","13.8","","Wednesday","Taurus","21","40","Waning","Punarvasu","പുണർതം","7","2","Virgo","13","5","","Gemini","25","2","","Libra","1","6","","Libra","28","6","","Virgo","16","5","","Capricorn","29","9","DEBILITATED","Capricorn","13","9","","Taurus","9","1","EXALTED"
"2021-09-27","21","22","39","44","60","","186","37.2","","Monday","Taurus","19","59","Waning","Mrigashira","മകയിരം","5","3","Virgo","11","5","","Gemini","1","2","","Libra","1","6","","Libra","25","6","","Virgo","14","5","","Capricorn","29","9","DEBILITATED","Capricorn","13","9","","Taurus","9","1","EXALTED"
"2021-09-25","22","23","37","62","63","","207","41.4","","Saturday","Taurus","17","77","Waning","Krittika","കാർത്തിക","3","4","Virgo","9","5","","Taurus","7","1","EXALTED","Libra","1","6","","Libra","23","6","","Virgo","13","5","","Capricorn","29","9","DEBILITATED","Capricorn","13","9","","Taurus","9","1","EXALTED"
"2021-09-22","20","40","47","55","63","","225","45.0","","Wednesday","Taurus","14","95","Waning","Ashwini","അശ്വതി","1","1","Virgo","6","5","","Aries","1","12","","Libra","0","6","","Libra","20","6","","Virgo","11","5","","Capricorn","29","9","DEBILITATED","Capricorn","13","9","","Taurus","9","1","EXALTED"
"2021-09-20","37","51","54","58","60","","260","52.0","","Monday","Taurus","12","100","Waning","Uttara Bhadrapada","ഉത്രട്ടാതി","26","1","Virgo","4","5","","Pisces","6","11","","Virgo","29","5","EXALTED","Libra","18","6","","Virgo","10","5","","Capricorn","29","9","DEBILITATED","Capricorn","13","9","","Taurus","10","1","EXALTED"
"2021-09-18","5","36","39","45","57","","182","36.4","","Saturday","Taurus","10","96","Waxing","Shatabhisha","ചതയം","24","1","Virgo","2","5","","Aquarius","10","10","","Virgo","28","5","EXALTED","Libra","15","6","","Virgo","9","5","","Aquarius","0","9","","Capricorn","13","9","","Taurus","10","1","EXALTED"
