"Date","White Ball 1","White Ball 2","White Ball 3","White Ball 4","White Ball 5","Powerball","White Ball Sum","White Ball Mean","Jackpot (Annuity)","Day Of Week","Ascendant Sign","Ascendant Deg","Moon Illum %","Moon Phase","Moon Nakshatra","Moon Nakshatra (ML)","Nakshatra No","Pada","Sun Sign","Sun Deg","Sun House","Sun Dignity","Moon Sign","Moon Deg","Moon House","Moon Dignity","Mercury Sign","Mercury Deg","Mercury House","Mercury Dignity","Venus Sign","Venus Deg","Venus House","Venus Dignity","Mars Sign","Mars Deg","Mars House","Mars Dignity","Jupiter Sign","Jupiter Deg","Jupiter House","Jupiter Dignity","Saturn Sign","Saturn Deg","Saturn House","Saturn Dignity","Rahu Sign","Rahu Deg","Rahu House","Rahu Dignity"
"2021-09-15","1","4","18","46","62","","131","26.2","","Wednesday","Taurus","7","75","Waxing","Uttara Ashadha","ഉത്രാടം","21","1","Leo","29","4","","Sagittarius","29","8","","Virgo","26","5","EXALTED","Libra","12","6","","Virgo","7","5","","Aquarius","0","9","","Capricorn","13","9","","Taurus","11","1","EXALTED"
"2021-09-13","37","40","50","61","63","","251","50.2","","Monday","Taurus","4","53","Waxing","Mula","മൂലം","19","1","Leo","27","4","","Sagittarius","1","8","","Virgo","24","5","EXALTED","Libra","10","6","","Virgo","5","5","","Aquarius","0","10","","Capricorn","13","9","","Taurus","11","1","EXALTED"
"2021-09-11","20","31","38","40","49","","178","35.6","","Saturday","Taurus","2","31","Waxing","Vishakha","വിശാഖം","16","4","Leo","25","4","","Scorpio","3","7","DEBILITATED","Virgo","22","5","EXALTED","Libra","7","6","","Virgo","4","5","","Aquarius","0","10","","Capricorn","13","9","","Taurus","11","1","EXALTED"
"2021-09-08","9","22","41","47","61","","180","36.0","","Wednesday","Aries","29","6","Waxing","Hasta","അത്തം","13","3","Leo","23","5","","Virgo","20","6","","Virgo","19","6","EXALTED","Libra","4","7","","Virgo","2","6","","Aquarius","1","11","","Capricorn","14","10","","Taurus","11","2","EXALTED"
"2021-09-06","11","20","22","33","54","","140","28.0","","Monday","Aries","26","0","Waxing","Purva Phalguni","പൂരം","11","3","Leo","21","5","","Leo","22","5","","Virgo","16","6","EXALTED","Libra","2","7","","Virgo","1","6","","Aquarius","1","11","","Capricorn","14","10","","Taurus","11","2","EXALTED"
"2021-09-04","32","35","40","52","54","","213","42.6","","Saturday","Aries","24","4","Waning","Ashlesha","ആയില്യം","9","3","Leo","19","5","","Cancer","25","4","","Virgo","14","6","EXALTED","Virgo","29","6","DEBILITATED","Leo","29","5","","Aquarius","1","11","","Capricorn","14","10","","Taurus","12","2","EXALTED"
"2021-09-01","10","20","29","48","51","","158","31.6","","Wednesday","Aries","20","24","Waning","Ardra","തിരുവാതിര","6","4","Leo","16","5","","Gemini","17","3","","Virgo","10","6","EXALTED","Virgo","26","6","DEBILITATED","Leo","28","5","","Aquarius","1","11","","Capricorn","14","10","","Taurus","12","2","EXALTED"
"2021-08-30","3","15","45","51","61","","175","35.0","","Monday","Aries","18","42","Waning","Rohini","രോഹിണി","4","4","Leo","14","5","","Taurus","23","2","EXALTED","Virgo","7","6","EXALTED","Virgo","23","6","DEBILITATED","Leo","26","5","","Aquarius","2","11","","Capricorn","14","10","","Taurus","12","2","EXALTED"
"2021-08-28","12","22","26","46","59","","165","33.0","","Saturday","Aries","15","61","Waning","Krittika","കാർത്തിക","3","1","Leo","12","5","","Aries","29","1","","Virgo","4","6","EXALTED","Virgo","21","6","DEBILITATED","Leo","25","5","","Aquarius","2","11","","Capricorn","14","10","","Taurus","12","2","EXALTED"
"2021-08-25","27","39","54","56","59","","235","47.0","","Wednesday","Aries","12","86","Waning","Revati","രേവതി","27","2","Leo","9","5","","Pisces","23","12","","Virgo","0","5","EXALTED","Virgo","18","6","DEBILITATED","Leo","23","5","","Aquarius","2","11","","Capricorn","14","10","","Taurus","12","2","EXALTED"
"2021-08-23","17","36","47","60","61","","221","44.2","","Monday","Aries","9","97","Waning","Purva Bhadrapada","പൂരുരുട്ടാതി","25","3","Leo","7","5","","Aquarius","27","11","","Leo","27","5","","Virgo","15","6","DEBILITATED","Leo","22","5","","Aquarius","3","11","","Capricorn","14","10","","Taurus","13","2","EXALTED"
"2021-08-21","16","28","36","39","59","","178","35.6","","Saturday","Aries","6","100","Waxing","Dhanishta","അവിട്ടം","23","3","Leo","5","5","","Aquarius","0","11","","Leo","24","5","","Virgo","13","6","DEBILITATED","Leo","21","5","","Aquarius","3","11","","Capricorn","15","10","","Taurus","13","2","EXALTED"
"2021-08-18","35","36","51","55","61","","238","47.6","","Wednesday","Aries","2","86","Waxing","Purva Ashadha","പൂരാടം","20","2","Leo","2","5","","Sagittarius","18","9","","Leo","19","5","","Virgo","9","6","DEBILITATED","Leo","19","5","","Aquarius","3","11","","Capricorn","15","10","","Taurus","13","2","EXALTED"
"2021-08-14","6","21","49","65","67","","208","41.6","","Saturday","Pisces","27","44","Waxing","Vishakha","വിശാഖം","16","1","Cancer","28","5","","Libra","22","8","","Leo","12","6","","Virgo","5","7","DEBILITATED","Leo","16","6","","Aquarius","4","12","","Capricorn","15","11","","Taurus","13","3","EXALTED"
"2021-08-11","12","18","20","29","30","","109","21.8","","Wednesday","Pisces","23","14","Waxing","Uttara Phalguni","ഉത്രം","12","4","Cancer","25","5","","Virgo","10","7","","Leo","6","6","","Virgo","1","7","DEBILITATED","Leo","14","6","","Aquarius","4","12","","Capricorn","15","11","","Taurus","14","3","EXALTED"
"2021-08-07","7","24","36","54","60","","181","36.2","","Saturday","Pisces","17","0","Waning","Pushya","പൂയ്യം","8","4","Cancer","22","5","","Cancer","16","5","","Cancer","29","5","","Leo","26","6","","Leo","12","6","","Aquarius","5","12","","Capricorn","16","11","","Taurus","14","3","EXALTED"
"2021-08-04","5","21","32","36","58","","152","30.4","","Wednesday","Pisces","13","12","Waning","Ardra","തിരുവാതിര","6","1","Cancer","19","5","","Gemini","9","4","","Cancer","23","5","","Leo","23","6","","Leo","10","6","","Aquarius","5","12","","Capricorn","16","11","","Taurus","15","3","EXALTED"
"2021-07-31","1","21","22","34","47","","125","25.0","","Saturday","Pisces","7","45","Waning","Bharani","ഭരണി","2","3","Cancer","15","5","","Aries","21","2","","Cancer","14","5","","Leo","18","6","","Leo","7","6","","Aquarius","5","12","","Capricorn","16","11","","Taurus","15","3","EXALTED"
"2021-07-28","25","30","53","59","60","","227","45.4","","Wednesday","Pisces","2","73","Waning","Uttara Bhadrapada","ഉത്രട്ടാതി","26","4","Cancer","12","5","","Pisces","15","1","","Cancer","8","5","","Leo","14","6","","Leo","5","6","","Aquarius","6","12","","Capricorn","16","11","","Taurus","15","3","EXALTED"
"2021-07-24","1","4","11","59","67","","142","28.4","","Saturday","Aquarius","27","98","Waning","Shravana","തിരുവോണം","22","4","Cancer","8","6","","Capricorn","22","12","","Cancer","0","5","","Leo","10","7","","Leo","3","7","","Aquarius","6","1","","Capricorn","17","12","","Taurus","15","4","EXALTED"
"2021-07-21","27","28","44","67","68","","234","46.8","","Wednesday","Aquarius","22","95","Waxing","Mula","മൂലം","19","3","Cancer","5","6","","Sagittarius","9","11","","Gemini","24","5","","Leo","6","7","","Leo","1","7","","Aquarius","6","1","","Capricorn","17","12","","Taurus","16","4","EXALTED"
"2021-07-17","15","22","38","54","66","","195","39.0","","Saturday","Aquarius","17","58","Waxing","Swati","ചോതി","15","2","Cancer","2","6","","Libra","11","9","","Gemini","16","5","","Leo","1","7","","Cancer","29","6","DEBILITATED","Aquarius","7","1","","Capricorn","17","12","","Taurus","16","4","EXALTED"
"2021-07-14","33","46","52","59","62","","252","50.4","","Wednesday","Aquarius","13","26","Waxing","Uttara Phalguni","ഉത്രം","12","1","Gemini","29","5","","Leo","29","7","","Gemini","11","5","","Cancer","28","6","","Cancer","27","6","DEBILITATED","Aquarius","7","1","","Capricorn","17","12","","Taurus","16","4","EXALTED"
"2021-07-10","1","5","29","54","62","","151","30.2","","Saturday","Aquarius","7","1","Waxing","Pushya","പൂയ്യം","8","2","Gemini","25","5","","Cancer","7","6","","Gemini","5","5","","Cancer","23","6","","Cancer","24","6","DEBILITATED","Aquarius","7","1","","Capricorn","18","12","","Taurus","16","4","EXALTED"
"2021-07-07","8","21","30","49","57","","165","33.0","","Wednesday","Aquarius","3","4","Waning","Mrigashira","മകയിരം","5","3","Gemini","22","5","","Gemini","0","5","","Gemini","1","5","","Cancer","19","6","","Cancer","22","6","DEBILITATED","Aquarius","8","1","","Capricorn","18","12","","Taurus","16","4","EXALTED"
"2021-07-03","26","40","41","55","65","","227","45.4","","Saturday","Capricorn","28","29","Waning","Ashwini","അശ്വതി","1","4","Gemini","18","6","","Aries","13","4","","Taurus","27","5","","Cancer","14","7","","Cancer","20","7","DEBILITATED","Aquarius","8","2","","Capricorn","18","1","","Taurus","16","5","EXALTED"
"2021-06-30","24","29","50","65","66","","234","46.8","","Wednesday","Capricorn","24","58","Waning","Uttara Bhadrapada","ഉത്രട്ടാതി","26","2","Gemini","15","6","","Pisces","7","3","","Taurus","25","5","","Cancer","11","7","","Cancer","18","7","DEBILITATED","Aquarius","8","2","","Capricorn","18","1","","Taurus","16","5","EXALTED"
"2021-06-26","8","31","39","43","60","","181","36.2","","Saturday","Capricorn","19","92","Waning","Shravana","തിരുവോണം","22","2","Gemini","12","6","","Capricorn","13","1","","Taurus","23","5","","Cancer","6","7","","Cancer","15","7","DEBILITATED","Aquarius","8","2","","Capricorn","18","1","","Taurus","16","5","EXALTED"
"2021-06-23","13","20","40","51","63","","187","37.4","","Wednesday","Capricorn","16","99","Waxing","Jyeshtha","തൃക്കേട്ട","18","4","Gemini","9","6","","Sagittarius","0","11","","Taurus","22","5","","Cancer","2","7","","Cancer","14","7","DEBILITATED","Aquarius","8","2","","Capricorn","19","1","","Taurus","17","5","EXALTED"
"2021-06-19","4","22","35","38","39","","138","27.6","","Saturday","Capricorn","11","72","Waxing","Chitra","ചിത്തിര","14","3","Gemini","5","6","","Libra","0","10","","Taurus","22","5","","Gemini","27","6","","Cancer","11","7","DEBILITATED","Aquarius","8","2","","Capricorn","19","1","","Taurus","17","5","EXALTED"
"2021-06-16","19","29","34","44","50","","176","35.2","","Wednesday","Capricorn","8","39","Waxing","Purva Phalguni","പൂരം","11","2","Gemini","2","6","","Leo","19","8","","Taurus","23","5","","Gemini","24","6","","Cancer","9","7","DEBILITATED","Aquarius","8","2","","Capricorn","19","1","","Taurus","16","5","EXALTED"
"2021-06-12","8","25","34","38","41","","146","29.2","","Saturday","Capricorn","3","7","Waxing","Punarvasu","പുണർതം","7","3","Taurus","28","5","","Gemini","28","6","","Taurus","25","5","","Gemini","19","6","","Cancer","7","7","DEBILITATED","Aquarius","8","2","","Capricorn","19","1","","Taurus","17","5","EXALTED"
"2021-06-09","19","28","46","50","54","","197","39.4","","Wednesday","Capricorn","0","0","Waning","Rohini","രോഹിണി","4","4","Taurus","25","5","","Taurus","22","5","EXALTED","Taurus","27","5","","Gemini","15","6","","Cancer","5","7","DEBILITATED","Aquarius","8","2","","Capricorn","19","1","","Taurus","17","5","EXALTED"
"2021-06-05","44","52","54","64","69","","283","56.6","$285,600,000","Saturday","Sagittarius","26","16","Waning","Ashwini","അശ്വതി","1","2","Taurus","21","6","","Aries","4","5","","Taurus","29","6","","Gemini","10","7","","Cancer","2","8","DEBILITATED","Aquarius","8","3","","Capricorn","19","2","","Taurus","17","6","EXALTED"
"2021-06-02","6","7","11","66","67","","157","31.4","","Wednesday","Sagittarius","23","42","Waning","Purva Bhadrapada","പൂരുരുട്ടാതി","25","3","Taurus","19","6","","Aquarius","28","3","","Gemini","0","6","","Gemini","7","7","","Cancer","1","8","DEBILITATED","Aquarius","8","3","","Capricorn","19","2","","Taurus","17","6","EXALTED"
"2021-05-29","11","13","22","27","46","","119","23.8","","Saturday","Sagittarius","19","82","Waning","Uttara Ashadha","ഉത്രാടം","21","3","Taurus","15","6","","Capricorn","5","2","","Gemini","1","7","","Gemini","2","7","","Gemini","28","7","","Aquarius","7","3","","Capricorn","19","2","","Taurus","17","6","EXALTED"
"2021-05-26","2","8","21","34","62","","127","25.4","","Wednesday","Sagittarius","16","99","Waning","Jyeshtha","തൃക്കേട്ട","18","2","Taurus","12","6","","Scorpio","21","12","DEBILITATED","Gemini","0","7","","Taurus","28","6","","Gemini","26","7","","Aquarius","7","3","","Capricorn","19","2","","Taurus","17","6","EXALTED"
"2021-05-22","3","19","27","37","40","","126","25.2","","Saturday","Sagittarius","12","84","Waxing","Hasta","അത്തം","13","4","Taurus","8","6","","Virgo","21","10","","Taurus","29","6","","Taurus","23","6","","Gemini","24","7","","Aquarius","7","3","","Capricorn","19","2","","Taurus","17","6","EXALTED"
"2021-05-19","11","13","55","56","69","","204","40.8","","Wednesday","Sagittarius","10","54","Waxing","Magha","മകം","10","3","Taurus","5","6","","Leo","9","9","","Taurus","27","6","","Taurus","19","6","","Gemini","22","7","","Aquarius","6","3","","Capricorn","19","2","","Taurus","17","6","EXALTED"
"2021-05-15","4","10","37","39","69","","159","31.8","","Saturday","Sagittarius","6","16","Waxing","Ardra","തിരുവാതിര","6","4","Taurus","1","6","","Gemini","19","7","","Taurus","23","6","","Taurus","15","6","","Gemini","20","7","","Aquarius","6","3","","Capricorn","19","2","","Taurus","17","6","EXALTED"
"2021-05-12","1","19","20","38","54","","132","26.4","","Wednesday","Sagittarius","3","2","Waxing","Rohini","രോഹിണി","4","1","Aries","28","5","EXALTED","Taurus","13","6","EXALTED","Taurus","20","6","","Taurus","11","6","","Gemini","18","7","","Aquarius","6","3","","Capricorn","19","2","","Taurus","17","6","EXALTED"
"2021-05-08","12","17","20","21","26","","96","19.2","","Saturday","Sagittarius","0","6","Waning","Revati","രേവതി","27","3","Aries","25","6","EXALTED","Pisces","26","5","","Taurus","14","7","","Taurus","6","7","","Gemini","15","8","","Aquarius","5","4","","Capricorn","19","3","","Taurus","17","7","EXALTED"
"2021-05-05","16","23","28","40","63","","170","34.0","","Wednesday","Scorpio","27","27","Waning","Shatabhisha","ചതയം","24","4","Aries","22","6","EXALTED","Aquarius","19","4","","Taurus","9","7","","Taurus","2","7","","Gemini","14","8","","Aquarius","5","4","","Capricorn","19","3","","Taurus","17","7","EXALTED"
"2021-05-01","35","36","47","61","63","","242","48.4","","Saturday","Scorpio","24","68","Waning","Purva Ashadha","പൂരാടം","20","4","Aries","18","6","EXALTED","Sagittarius","26","2","","Taurus","2","7","","Aries","27","6","","Gemini","11","8","","Aquarius","4","4","","Capricorn","19","3","","Taurus","17","7","EXALTED"
"2021-04-28","16","18","35","39","53","","161","32.2","","Wednesday","Scorpio","21","94","Waning","Anuradha","അനിഴം","17","3","Aries","15","6","EXALTED","Scorpio","13","1","DEBILITATED","Aries","26","6","","Aries","24","6","","Gemini","9","8","","Aquarius","4","4","","Capricorn","19","3","","Taurus","17","7","EXALTED"
"2021-04-24","22","36","48","59","61","","226","45.2","","Saturday","Scorpio","18","94","Waxing","Hasta","അത്തം","13","1","Aries","11","6","EXALTED","Virgo","13","11","","Aries","18","6","","Aries","19","6","","Gemini","7","8","","Aquarius","3","4","","Capricorn","19","3","","Taurus","17","7","EXALTED"
"2021-04-21","21","25","32","63","67","","208","41.6","","Wednesday","Scorpio","15","69","Waxing","Magha","മകം","10","1","Aries","8","6","EXALTED","Leo","0","10","","Aries","12","6","","Aries","15","6","","Gemini","5","8","","Aquarius","3","4","","Capricorn","19","3","","Taurus","17","7","EXALTED"
"2021-04-17","10","21","26","41","49","","147","29.4","","Saturday","Scorpio","12","29","Waxing","Ardra","തിരുവാതിര","6","1","Aries","4","6","EXALTED","Gemini","10","8","","Aries","3","6","","Aries","10","6","","Gemini","3","8","","Aquarius","2","4","","Capricorn","18","3","","Taurus","17","7","EXALTED"
"2021-04-14","13","30","33","45","61","","182","36.4","","Wednesday","Scorpio","9","8","Waxing","Krittika","കാർത്തിക","3","3","Aries","1","6","EXALTED","Taurus","4","7","EXALTED","Pisces","27","5","DEBILITATED","Aries","6","6","","Gemini","1","8","","Aquarius","2","4","","Capricorn","18","3","","Taurus","17","7","EXALTED"
"2021-04-10","14","16","23","50","53","","156","31.2","","Saturday","Scorpio","6","1","Waning","Uttara Bhadrapada","ഉത്രട്ടാതി","26","4","Pisces","27","5","","Pisces","16","5","","Pisces","19","5","DEBILITATED","Aries","1","6","","Taurus","28","7","","Aquarius","1","4","","Capricorn","18","3","","Taurus","18","7","EXALTED"
"2021-04-07","27","35","39","51","66","","218","43.6","","Wednesday","Scorpio","3","15","Waning","Shatabhisha","ചതയം","24","1","Pisces","24","5","","Aquarius","9","4","","Pisces","13","5","DEBILITATED","Pisces","28","5","EXALTED","Taurus","27","7","","Aquarius","0","4","","Capricorn","18","3","","Taurus","18","7","EXALTED"
"2021-04-03","1","12","17","39","53","","122","24.4","","Saturday","Scorpio","0","53","Waning","Purva Ashadha","പൂരാടം","20","2","Pisces","20","5","","Sagittarius","17","2","","Pisces","6","5","DEBILITATED","Pisces","23","5","EXALTED","Taurus","24","7","","Aquarius","0","3","","Capricorn","17","3","","Taurus","18","7","EXALTED"
